species_name,taxonomic_family,taxonomic_order,asdawas,beak_length,weight_g,nocturnal_diurnal,brrrrkk,diet_types,closest_relatives,latitude,longitude,altitude_m,habitat_type,weather_condition,temperature_c,observation_time
Cygnus olor,Anatidae,Anseriformes,126.19099357331004,10.287471522443633,12448.43358326968,Diurnal,2025-08-04,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],35.35381228083944,-105.78514876492247,93.51698888931841,Wetland,Foggy,14.52285963155791,13:58
Cygnus olor,Anatidae,Anseriformes,103.00823306992919,9.380592879424746,12142.545330186771,Diurnal,2024-11-18,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],31.943981052798527,-119.09554567969967,112.29969595747853,Wetland,Windy,19.593375675446392,07:09
Haemorhous mexicanus,Fringillidae,Passeriformes,8.145948912657719,1.224194605303827,20.974510646071906,Diurnal,2024-12-01,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",47.24119466284249,-69.23607755958973,92.4333499091997,Urban,Rainy,13.957011543628678,18:22
Pica pica,Corvidae,Passeriformes,18.146611746217886,3.5213387142296173,233.70840653454368,Diurnal,2025-05-11,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],44.48246097978041,-108.93709363978432,715.1830618625659,Grassland,Foggy,17.77219502003649,08:10
Pica pica,Corvidae,Passeriformes,20.31913469782064,3.4617506596126146,217.7260034553625,Diurnal,2025-01-20,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],45.08542486959847,-76.3781871435508,425.1535564323378,Grassland,Foggy,15.921005588207704,12:12
Gavia immer,Gaviidae,Gaviiformes,70.71532373721328,9.60758144816644,4557.958653814954,Diurnal,2024-12-03,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],24.80003096388495,-119.20026250059406,71.68147595758892,Wetland,Rainy,20.338552323283594,11:13
Gavia immer,Gaviidae,Gaviiformes,70.58260348031368,9.719107142838217,4269.588266897151,Diurnal,2024-11-09,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],28.167952217289525,-89.77094473894516,140.30883547934363,Wetland,Cloudy,20.79842397252634,16:02
Strix varia,Strigidae,Strigiformes,36.027386638498896,3.938033627707848,716.5232949551553,Nocturnal,2025-08-16,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",28.587150986780813,-90.60704364992,590.9878245459873,Forest,Windy,20.002108317991556,02:17
Cygnus olor,Anatidae,Anseriformes,129.21767593769252,10.172846444920449,12556.943989892738,Diurnal,2025-06-18,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],25.950704668692488,-75.89195550864872,143.78197394743358,Wetland,Windy,25.49966814071895,08:12
Strix varia,Strigidae,Strigiformes,36.71360987043244,3.9488255553728546,686.5052168619197,Nocturnal,2025-07-28,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",37.19898634504606,-76.72052739244404,681.0465289809817,Forest,Foggy,9.14889159132191,22:02
Strix varia,Strigidae,Strigiformes,34.81161033042704,3.687026406383186,649.001839845076,Nocturnal,2024-11-16,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",30.665364198947373,-115.69949638184016,398.46983877120635,Forest,Rainy,16.64036857047251,19:10
Gavia immer,Gaviidae,Gaviiformes,66.61895967026743,9.614315189035793,4137.493331738558,Diurnal,2025-04-06,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],29.603444344760845,-111.43034500719463,200.23651525494222,Wetland,Cloudy,16.57643925198782,07:24
Haemorhous mexicanus,Fringillidae,Passeriformes,9.293837820401562,1.2084120801544413,24.20774887150463,Diurnal,2025-06-05,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",39.14012654075448,-91.71942176764011,581.0868796157085,Urban,Clear,22.485985067548675,17:40
Strix varia,Strigidae,Strigiformes,33.970345211498945,4.1409220917620075,685.1102582020067,Nocturnal,2025-04-30,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",33.1738703825212,-95.25149736602715,263.9653402761652,Forest,Foggy,10.396729218664031,02:40
Strix varia,Strigidae,Strigiformes,34.80680044588963,3.893300295163112,666.664119102073,Nocturnal,2024-12-06,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",47.90751816805104,-105.60622296201589,445.71732519891594,Forest,Cloudy,17.29135159932623,01:37
Gavia immer,Gaviidae,Gaviiformes,75.04158324359732,9.231629085160789,4441.888437850507,Diurnal,2025-03-20,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],45.687228636181864,-118.71517644910253,242.85913910453743,Wetland,Clear,32.852889705425014,07:51
Haemorhous mexicanus,Fringillidae,Passeriformes,10.186945192826002,1.2103163952182447,22.260560220251367,Diurnal,2025-06-16,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",43.59723553931036,-86.7072118972888,557.7316156214165,Urban,Cloudy,30.425141948409937,10:10
Strix varia,Strigidae,Strigiformes,36.99412150705175,4.163988252540596,734.9815580761215,Nocturnal,2024-10-24,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",36.987242949146484,-77.66552938253156,432.23553952866354,Forest,Rainy,20.43035166547398,21:25
Strix varia,Strigidae,Strigiformes,36.48460186365531,4.4916354162866226,770.4496319627498,Nocturnal,2025-04-05,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",48.2739179915936,-105.84108551947106,376.0372123039688,Forest,Clear,29.759496873201783,19:30
Cygnus olor,Anatidae,Anseriformes,118.50377435032672,9.96617510560806,12913.25605471166,Diurnal,2024-12-09,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],26.226616402570784,-87.94027951960517,188.27164721785107,Wetland,Cloudy,19.02612512879695,10:37
Pica pica,Corvidae,Passeriformes,22.67369091512841,3.629151045134774,257.81001265064594,Diurnal,2024-09-29,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],25.22187230262123,-81.5050455660269,267.2283154085974,Grassland,Cloudy,12.003115863486912,10:09
Pica pica,Corvidae,Passeriformes,16.669542448085497,3.3650929449088203,230.33371890292662,Diurnal,2025-05-20,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],46.99222608573798,-75.24650661722194,633.2541859042944,Grassland,Foggy,12.336210765203496,08:41
Cygnus olor,Anatidae,Anseriformes,118.58856446240299,10.73852203504129,12957.954371090118,Diurnal,2025-03-16,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],30.317609096162784,-76.80064244637204,189.09956557362915,Wetland,Windy,22.664663083051792,11:18
Gavia immer,Gaviidae,Gaviiformes,66.4616143376019,9.383160854014042,3975.731282642068,Diurnal,2025-08-27,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],43.74586802308475,-72.74277734417717,46.14913818571607,Wetland,Windy,24.903445050713742,14:04
Cygnus olor,Anatidae,Anseriformes,135.37804532298475,9.997476620292478,12160.212030048258,Diurnal,2025-04-01,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],36.375656249026896,-111.4112977873302,75.76443169501725,Wetland,Rainy,17.57316993769873,18:27
Haemorhous mexicanus,Fringillidae,Passeriformes,9.711932773042932,1.1148552469163724,17.36972167341877,Diurnal,2025-04-05,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",39.15336850453485,-122.37597754672082,259.98062558499464,Urban,Foggy,14.358415613961645,09:10
Strix varia,Strigidae,Strigiformes,34.57224339411247,4.220700731889565,747.5354392505211,Nocturnal,2025-04-29,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",42.48275026656124,-83.26194030703462,601.0534177665498,Forest,Clear,20.84235466412462,04:06
Pica pica,Corvidae,Passeriformes,17.80054110948051,3.6076163803418257,231.3256029671026,Diurnal,2024-10-24,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],24.865415635530486,-69.03506177325391,613.5618925843619,Grassland,Rainy,21.621195572677003,18:59
Haemorhous mexicanus,Fringillidae,Passeriformes,8.68637132230992,1.277368296348133,24.481541126672703,Diurnal,2025-05-19,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",29.181635759756865,-75.17877245334356,161.36656620241695,Urban,Rainy,21.71335021545311,12:10
Gavia immer,Gaviidae,Gaviiformes,81.26074321179136,10.099682125614656,4925.815832648062,Diurnal,2025-02-04,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],48.29638189336595,-93.44482965694482,168.9515883452264,Wetland,Clear,33.08199090316486,09:08
Pica pica,Corvidae,Passeriformes,23.905486647913122,3.3961290636602324,203.18084793155936,Diurnal,2025-04-28,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],43.111617026203966,-106.28739207255838,594.3564114147493,Grassland,Cloudy,20.64699538133028,17:57
Haemorhous mexicanus,Fringillidae,Passeriformes,9.369151231129138,1.1525413426187188,23.334712253129837,Diurnal,2025-04-28,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",42.51981368797965,-90.08069977916769,699.2933479096256,Urban,Foggy,16.180612496526475,06:33
Haemorhous mexicanus,Fringillidae,Passeriformes,11.347899217379727,1.1008156491980026,24.38107160398269,Diurnal,2025-03-26,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",28.519132422744683,-113.88641284224902,294.50257762725755,Urban,Cloudy,24.08484617602768,16:00
Strix varia,Strigidae,Strigiformes,31.74604120704745,4.133206346237694,706.8281336410571,Nocturnal,2025-04-27,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",26.046628078133722,-107.2802315151134,567.387630288247,Forest,Windy,26.526540032211862,03:43
Strix varia,Strigidae,Strigiformes,31.45285062045716,4.697470606964694,731.6630419117638,Nocturnal,2025-03-26,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",30.719910599409733,-67.14881820935769,351.15854758242983,Forest,Clear,19.17120578808357,23:56
Strix varia,Strigidae,Strigiformes,32.141720884751365,4.117803460803487,678.2218306674414,Nocturnal,2024-10-01,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",40.73490834589229,-121.49018268266359,686.8001555676551,Forest,Foggy,18.07994259517121,22:09
Cygnus olor,Anatidae,Anseriformes,114.52298482077741,10.302845934147372,10025.920929931506,Diurnal,2024-10-08,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],32.26649347677401,-70.68169145894575,85.31802114348183,Wetland,Windy,21.261988750517975,14:41
Haemorhous mexicanus,Fringillidae,Passeriformes,9.455054519177711,1.2532287292394,24.12651635969757,Diurnal,2024-12-31,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",24.424570219848945,-111.55016927726109,392.9609684196796,Urban,Rainy,16.11168335715846,16:06
Gavia immer,Gaviidae,Gaviiformes,66.01081160041797,9.343226498076202,4642.940349893261,Diurnal,2025-06-20,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],37.925848444516646,-103.15017627585952,129.11919175601338,Wetland,Foggy,11.48947352542858,12:56
Haemorhous mexicanus,Fringillidae,Passeriformes,9.59899614197803,1.1605738497855886,21.644817979425905,Diurnal,2025-09-01,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",34.99202883489524,-105.76018497848794,829.9532114263817,Urban,Cloudy,21.908010600823957,08:41
Cygnus olor,Anatidae,Anseriformes,131.40609193588426,11.116954348717035,11124.754487956567,Diurnal,2025-05-11,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],39.25214738516672,-68.791194934699,88.66446728707379,Wetland,Clear,19.46437670167161,08:15
Pica pica,Corvidae,Passeriformes,18.61975864047529,3.6423734139974173,217.71856256785907,Diurnal,2024-10-28,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],46.723276452934535,-75.87491245875393,665.8407682065356,Grassland,Cloudy,20.169327773559484,14:59
Gavia immer,Gaviidae,Gaviiformes,70.48369277545957,9.410931230108304,4683.576243070342,Diurnal,2025-07-30,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],43.31831218127441,-99.85515434586135,177.85054277560516,Wetland,Rainy,12.463122587986,14:02
Haemorhous mexicanus,Fringillidae,Passeriformes,9.835936057284613,1.1455144458222786,19.947481908002473,Diurnal,2025-08-11,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",25.960702751028297,-94.63560129075084,266.9156440661748,Urban,Clear,17.276496111090893,09:00
Haemorhous mexicanus,Fringillidae,Passeriformes,9.445024807366053,1.329213172756344,20.893896343789507,Diurnal,2025-02-18,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",28.483804380194705,-103.93544395395757,497.74069360540176,Urban,Rainy,20.872772922650473,15:58
Pica pica,Corvidae,Passeriformes,17.75724649553387,3.311595939799148,219.70782126846626,Diurnal,2025-06-27,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],30.54276759389223,-113.55267819128778,734.2822864930356,Grassland,Clear,29.92487655461126,14:51
Strix varia,Strigidae,Strigiformes,35.9325793406962,4.474466749815724,762.1501026458848,Nocturnal,2024-11-15,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",35.22172426936314,-82.63481144155526,395.1577106781259,Forest,Cloudy,18.58874184856466,21:16
Strix varia,Strigidae,Strigiformes,38.60585863789136,4.744245829617848,749.406129125388,Nocturnal,2025-07-05,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",45.26770902307019,-84.16648549774271,12.59771591256549,Forest,Rainy,16.305756829354557,04:32
Pica pica,Corvidae,Passeriformes,20.919668345281927,3.5322965759239024,205.24283590274013,Diurnal,2024-12-11,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],32.94779504938623,-107.81874152593868,377.0906976029062,Grassland,Clear,21.298845291030123,18:16
Pica pica,Corvidae,Passeriformes,16.26063538238924,3.9407439299623275,228.96083990760445,Diurnal,2024-12-08,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],25.39434448456636,-98.04825806824768,747.2170507315932,Grassland,Rainy,18.947726637311476,17:42
Pica pica,Corvidae,Passeriformes,19.891982363907264,3.5079254697230504,219.8782270957052,Diurnal,2025-04-28,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],35.66010865417246,-101.22199825399048,571.0697185793668,Grassland,Windy,25.183905530461715,08:43
Cygnus olor,Anatidae,Anseriformes,132.42946046405277,10.63811127149486,11944.400796840235,Diurnal,2024-12-05,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],42.29048800230101,-111.27085666918282,59.081935922618854,Wetland,Clear,20.36137089182374,07:18
Haemorhous mexicanus,Fringillidae,Passeriformes,8.919694434115206,1.0399498941895666,19.793517266203907,Diurnal,2024-11-02,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",37.27130644866948,-97.74054629540093,357.42290758050274,Urban,Clear,18.29594337127693,11:41
Pica pica,Corvidae,Passeriformes,16.537645320849165,3.3742679204198747,206.33464354753272,Diurnal,2025-03-28,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],30.65230878801843,-124.17342782951295,495.0673147084944,Grassland,Foggy,8.749117838976987,15:00
Gavia immer,Gaviidae,Gaviiformes,70.28560804656861,9.768964665735622,4383.65324455689,Diurnal,2024-10-09,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],33.45784958483952,-76.04439616912347,206.10601494776242,Wetland,Windy,20.136006362610573,09:44
Strix varia,Strigidae,Strigiformes,34.02199552544171,3.922928924947522,673.4860093310974,Nocturnal,2024-09-22,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",24.386105634571567,-86.41212570426802,432.432953474868,Forest,Rainy,16.67653434062057,19:43
Haemorhous mexicanus,Fringillidae,Passeriformes,10.131766545026771,1.153865630820003,20.39443584281669,Diurnal,2024-10-08,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",36.8627641512632,-73.8451894669722,210.3387432466742,Urban,Foggy,12.767286327074693,14:28
Haemorhous mexicanus,Fringillidae,Passeriformes,10.691210874213168,1.1851891502350425,22.609194228760423,Diurnal,2025-03-30,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",43.11022161432224,-81.20526551778721,655.624362188187,Urban,Foggy,14.732746531434048,17:41
Gavia immer,Gaviidae,Gaviiformes,67.11746514553255,9.482444041521225,4400.261538284495,Diurnal,2024-12-26,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],45.99933234394962,-123.75551340221737,106.1609039379261,Wetland,Cloudy,23.302894984321753,18:28
Pica pica,Corvidae,Passeriformes,21.00142269259692,3.2915097577792563,218.72317037658777,Diurnal,2025-01-17,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],26.54184905621306,-92.77671047567404,656.3546622106711,Grassland,Rainy,20.509389896798282,14:42
Cygnus olor,Anatidae,Anseriformes,128.99793709423506,10.293999164897523,11727.293978176063,Diurnal,2025-08-06,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],37.12681810204873,-70.83310387856031,167.08303091275369,Wetland,Windy,11.885644712243243,15:11
Haemorhous mexicanus,Fringillidae,Passeriformes,9.111431715544331,1.0247735544765497,22.071645513827157,Diurnal,2025-07-25,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",48.70646835316931,-76.76656447198901,160.91535268615746,Urban,Cloudy,16.47129377472462,18:50
Strix varia,Strigidae,Strigiformes,31.08423294487412,3.806704907791994,717.4147385728647,Nocturnal,2025-03-22,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",41.10248603089944,-71.9168376199676,636.029162564779,Forest,Foggy,17.17301011858858,23:55
Haemorhous mexicanus,Fringillidae,Passeriformes,9.573128104071232,1.0518836330634884,17.783145202826805,Diurnal,2025-08-16,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",38.873788956639146,-122.5609263985077,322.05697763529787,Urban,Foggy,17.74953550096528,08:46
Cygnus olor,Anatidae,Anseriformes,111.4628194778282,9.787966295468818,12327.541666229827,Diurnal,2025-06-17,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],47.499006582985984,-102.51295365038081,119.7360655482637,Wetland,Foggy,17.803359424637193,15:40
Strix varia,Strigidae,Strigiformes,35.98224278723345,4.314462865958306,638.1715681795761,Nocturnal,2025-01-07,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",45.72711272962952,-114.62154477687832,144.9731222570619,Forest,Foggy,20.984668226455,20:01
Haemorhous mexicanus,Fringillidae,Passeriformes,10.58351698322679,1.0752795826438932,25.005700939083436,Diurnal,2025-02-09,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",41.05510443177904,-71.80637222128433,806.5345700841488,Urban,Windy,22.098630102716427,09:58
Haemorhous mexicanus,Fringillidae,Passeriformes,8.455748637058681,1.1460588086187695,26.996788154921315,Diurnal,2024-12-06,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",44.514674252390435,-74.39971998464256,439.26392536758993,Urban,Cloudy,13.935506501299855,17:28
Gavia immer,Gaviidae,Gaviiformes,62.34981334643141,9.761712070146586,3754.194747980662,Diurnal,2025-08-28,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],32.191184202794346,-88.56846426763617,193.62782289148691,Wetland,Clear,28.677835459406563,06:54
Pica pica,Corvidae,Passeriformes,19.942592577514887,3.417786825658562,246.9802965195784,Diurnal,2025-03-20,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],45.39178273858697,-82.2394820095362,658.5893805203278,Grassland,Foggy,15.428370532969849,08:55
Cygnus olor,Anatidae,Anseriformes,129.30459489207408,10.447774295742153,11798.37079054913,Diurnal,2025-02-16,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],33.67124502278092,-74.98972448973927,92.95886750769851,Wetland,Clear,23.075612367907585,18:57
Gavia immer,Gaviidae,Gaviiformes,78.1948963152791,9.053571175908738,4225.407753087687,Diurnal,2025-03-10,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],43.34509674019879,-117.35642941240135,255.42262700827587,Wetland,Windy,16.8579925073818,17:14
Haemorhous mexicanus,Fringillidae,Passeriformes,8.00252919348364,1.3021715732562078,21.0540081446521,Diurnal,2025-07-07,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",47.69577589662544,-85.072024736886,214.23072528141444,Urban,Windy,23.811755982171842,11:15
Haemorhous mexicanus,Fringillidae,Passeriformes,10.03337836951988,1.2373690828034065,25.40298554923729,Diurnal,2025-05-25,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",43.56511924211473,-104.45814792871542,545.8032981731848,Urban,Windy,28.362089851612733,13:18
Haemorhous mexicanus,Fringillidae,Passeriformes,11.466136438121772,1.2247670183880854,24.73855912730813,Diurnal,2025-05-31,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",45.176717667091225,-92.82179997267176,708.992970553157,Urban,Windy,28.68198765611114,11:52
Haemorhous mexicanus,Fringillidae,Passeriformes,11.517954659089376,1.1973145208712892,17.78220595211448,Diurnal,2025-07-26,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",27.863402936959492,-74.56705052453717,652.3277250943577,Urban,Clear,25.272583841688625,11:43
Pica pica,Corvidae,Passeriformes,21.105910356337645,3.520854716030632,232.96207209964186,Diurnal,2024-11-06,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],32.796969320580324,-111.13486952186895,608.0290713364468,Grassland,Clear,25.988943644781585,16:50
Strix varia,Strigidae,Strigiformes,35.71045224182413,4.2406270681296006,733.8654768679706,Nocturnal,2025-01-11,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",40.96145672639001,-73.09799764009455,804.450416893101,Forest,Cloudy,17.63007765076333,05:15
Cygnus olor,Anatidae,Anseriformes,125.55520907583565,10.442146006247789,11131.034480980623,Diurnal,2025-03-25,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],28.231822439931957,-99.163142373693,77.57319746044938,Wetland,Foggy,12.927339127871523,10:59
Gavia immer,Gaviidae,Gaviiformes,63.04074072362244,9.881653971493556,4520.4644832134045,Diurnal,2024-11-21,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],29.319393390088777,-123.31362859106655,103.80613449444355,Wetland,Rainy,18.147288545129108,09:06
Haemorhous mexicanus,Fringillidae,Passeriformes,9.86407528893374,1.1477614798966953,27.248618661405033,Diurnal,2024-12-04,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",48.43449673005304,-101.01819156647937,123.20492886021543,Urban,Windy,19.592976072141013,11:13
Gavia immer,Gaviidae,Gaviiformes,72.94835305530258,9.901478662127015,3811.575594749106,Diurnal,2025-05-14,"{'fish': 0.9, 'crustaceans': 0.1}",['Gavia adamsii'],31.148895839174347,-78.54926881332494,45.882705473695495,Wetland,Rainy,13.160670312792684,17:09
Haemorhous mexicanus,Fringillidae,Passeriformes,11.869712053751032,1.2383356246021848,24.293887290548597,Diurnal,2025-03-09,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",27.36192347639345,-75.781379648591,506.857113913971,Urban,Cloudy,20.782797849973388,15:36
Haemorhous mexicanus,Fringillidae,Passeriformes,9.023064955303715,1.3488275068435935,21.83271479319095,Diurnal,2025-01-05,{'seeds': 1.0},"['Haemorhous purpureus', 'Haemorhous cassinii']",32.0303858468519,-99.07442901123886,535.2602904329793,Urban,Clear,24.902358531235727,11:33
Strix varia,Strigidae,Strigiformes,29.008598617497928,4.165414195309103,642.6907352133456,Nocturnal,2025-08-15,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",36.11594928481288,-103.47398321995097,551.037263509795,Forest,Clear,21.94145160945989,04:13
Strix varia,Strigidae,Strigiformes,33.99669470960269,4.167410905669745,656.7792356690464,Nocturnal,2025-06-22,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",36.48768988467749,-89.01640894505528,589.91152797582,Forest,Cloudy,25.57948941494735,03:58
Pica pica,Corvidae,Passeriformes,18.85711509718905,3.631211155990561,225.9102035656238,Diurnal,2025-02-20,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],32.707607539868086,-86.2605611890094,247.3572213961029,Grassland,Foggy,14.416361097585355,16:49
Pica pica,Corvidae,Passeriformes,20.22259759368483,3.257846291089622,251.3454394881828,Diurnal,2024-12-11,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],32.02808129588542,-107.77544343387454,367.14650061549617,Grassland,Foggy,17.52515303115119,09:06
Strix varia,Strigidae,Strigiformes,35.248600008438366,3.7760539256736516,577.4432647360794,Nocturnal,2025-03-10,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",30.792975969483663,-81.3799436388186,624.9027699387699,Forest,Foggy,12.377513055327418,02:55
Strix varia,Strigidae,Strigiformes,34.87543616747275,4.430874764717607,697.1443831704761,Nocturnal,2025-03-12,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",29.534807940961443,-112.56853762522341,578.6991548907621,Forest,Windy,20.971954303198128,23:59
Strix varia,Strigidae,Strigiformes,37.11470339411587,4.515909919395264,548.6622559677921,Nocturnal,2025-01-26,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",28.682253962428387,-105.69438553273939,444.49023688654154,Forest,Rainy,18.606459774102234,05:23
Cygnus olor,Anatidae,Anseriformes,102.75350531083612,10.58008819656952,10801.366218179188,Diurnal,2024-11-25,"{'plants': 0.9, 'insects': 0.1}",['Cygnus atratus'],36.15710226296922,-123.18406584718915,76.23593895295599,Wetland,Foggy,17.625195896304295,16:37
Pica pica,Corvidae,Passeriformes,19.518332895689827,3.512922320318245,257.8199928707048,Diurnal,2025-06-11,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],39.799696089159674,-122.00734858965893,28.250222873820178,Grassland,Rainy,23.718890102778126,06:56
Strix varia,Strigidae,Strigiformes,37.379808704314854,4.316389790129927,750.5302910983015,Nocturnal,2024-10-17,"{'insects': 0.6, 'rodents': 0.4}","['Strix aluco', 'Strix occidentalis']",47.8652075969143,-67.51512483528998,49.741096017160544,Forest,Cloudy,20.7532519230987,03:46
Pica pica,Corvidae,Passeriformes,19.056354470454327,3.671977277019119,247.62964400992308,Diurnal,2025-01-26,"{'insects': 0.5, 'carrion': 0.3, 'seeds': 0.2}",['Pica hudsonia'],28.479244805782177,-71.1029332900868,451.73856712837136,Grassland,Rainy,13.655766956635038,11:36
